Timestamp,EPC,Antenna,RSSI,Channel,Address
1560932100264529,E2000019510802051320B90E,4,-70.5,867.5,SpeedwayR-12-CB-07.local
1560932100266923,E2000019510802011320B0CC,4,-66,867.5,SpeedwayR-12-CB-07.local
1560932100268550,E2000019510802091320B910,4,-69,867.5,SpeedwayR-12-CB-07.local
1560932100304507,E2000019510802051320B90E,1,-68,867.5,SpeedwayR-12-CB-07.local
1560932100333039,E2000019510802011320B0CC,2,-67.5,867.5,SpeedwayR-12-CB-07.local
1560932100336373,E2000019510802051320B90E,2,-65,867.5,SpeedwayR-12-CB-07.local
1560932100369160,E2000019510802091320B910,3,-69,867.5,SpeedwayR-12-CB-07.local
1560932100400405,E2000019510802011320B0CC,4,-66,867.5,SpeedwayR-12-CB-07.local
1560932100402639,E2000019510802051320B90E,4,-70.5,867.5,SpeedwayR-12-CB-07.local
1560932100409251,E2000019510802091320B910,4,-69,867.5,SpeedwayR-12-CB-07.local
1560932100433100,E2000019510802051320B90E,1,-67,867.5,SpeedwayR-12-CB-07.local
1560932100465515,E2000019510802051320B90E,2,-65,867.5,SpeedwayR-12-CB-07.local
1560932100469490,E2000019510802011320B0CC,2,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932100502198,E2000019510802091320B910,3,-69,867.5,SpeedwayR-12-CB-07.local
1560932100532690,E2000019510802051320B90E,4,-69.5,867.5,SpeedwayR-12-CB-07.local
1560932100535396,E2000019510802011320B0CC,4,-65.5,867.5,SpeedwayR-12-CB-07.local
1560932100538084,E2000019510802091320B910,4,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932100572628,E2000019510802051320B90E,1,-67,867.5,SpeedwayR-12-CB-07.local
1560932100604553,E2000019510802051320B90E,2,-66,867.5,SpeedwayR-12-CB-07.local
1560932100606310,E2000019510802011320B0CC,2,-69,867.5,SpeedwayR-12-CB-07.local
1560932100641275,E2000019510802091320B910,3,-70,867.5,SpeedwayR-12-CB-07.local
1560932100664191,E2000019510802011320B0CC,4,-65,867.5,SpeedwayR-12-CB-07.local
1560932100665476,E2000019510802051320B90E,4,-69.5,867.5,SpeedwayR-12-CB-07.local
1560932100669078,E2000019510802091320B910,4,-68,867.5,SpeedwayR-12-CB-07.local
1560932100702448,E2000019510802051320B90E,1,-67,867.5,SpeedwayR-12-CB-07.local
1560932100733038,E2000019510802011320B0CC,2,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932100737469,E2000019510802051320B90E,2,-65,867.5,SpeedwayR-12-CB-07.local
1560932100773141,E2000019510802091320B910,3,-69,867.5,SpeedwayR-12-CB-07.local
1560932100802403,E2000019510802051320B90E,4,-69,867.5,SpeedwayR-12-CB-07.local
1560932100807045,E2000019510802091320B910,4,-68.5,867.5,SpeedwayR-12-CB-07.local
1560932100808126,E2000019510802011320B0CC,4,-65,867.5,SpeedwayR-12-CB-07.local
1560932100842331,E2000019510802051320B90E,1,-67.5,867.5,SpeedwayR-12-CB-07.local
1560932100872869,E2000019510802051320B90E,2,-65,867.5,SpeedwayR-12-CB-07.local
1560932100874100,E2000019510802011320B0CC,2,-68,867.5,SpeedwayR-12-CB-07.local
1560932100910560,E2000019510802091320B910,3,-69,867.5,SpeedwayR-12-CB-07.local
1560932100940677,E2000019510802091320B910,4,-69,867.5,SpeedwayR-12-CB-07.local
